,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,category
ENSRNOG00000004049,1003.568017,0.199522235,0.193062582,1.03345886,0.301389214,0.568135129,0.245548357,Insignficant/Low
ENSRNOG00000017988,179.446762,-0.188798039,0.182675999,-1.033513107,0.30136384,0.568135129,0.245548357,Insignficant/Low
ENSRNOG00000055391,1172.525416,0.127171541,0.123039626,1.033581986,0.301331624,0.568135129,0.245548357,Insignficant/Low
ENSRNOG00000037247,80.05134458,0.290369228,0.281031133,1.033227971,0.301497226,0.568215021,0.24548729,Insignficant/Low
ENSRNOG00000007404,84.13798968,-0.226477381,0.219198182,-1.0332083,0.301506429,0.568215021,0.24548729,Insignficant/Low
ENSRNOG00000014323,26.97380698,0.38526986,0.372946985,1.033041896,0.301584293,0.568291236,0.245429041,Insignficant/Low
ENSRNOG00000042353,554.5717259,-0.147186985,0.142532255,-1.032657384,0.301764263,0.568559815,0.245223839,Insignficant/Low
ENSRNOG00000009629,110.4636306,0.218465018,0.211607145,1.032408515,0.301880785,0.568651893,0.245153511,Insignficant/Low
ENSRNOG00000027767,70.56784858,-0.440625108,0.426839391,-1.032297199,0.301932913,0.568651893,0.245153511,Insignficant/Low
ENSRNOG00000004196,2525.035659,0.109640502,0.106208719,1.032311692,0.301926126,0.568651893,0.245153511,Insignficant/Low
ENSRNOG00000003625,3900.002591,-0.089138113,0.086354633,-1.032233132,0.301962918,0.568651893,0.245153511,Insignficant/Low
ENSRNOG00000006582,244.5843589,0.133621689,0.129560666,1.031344564,0.302379267,0.569365351,0.244608966,Insignficant/Low
ENSRNOG00000019005,305.3584813,-0.168475061,0.163429676,-1.030871902,0.302600894,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000009382,53.48907222,0.278824637,0.270518588,1.030704172,0.302679568,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000057126,24.85679761,-0.350189773,0.3396599,-1.031001225,0.302540245,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000018998,1168.505132,-0.087496221,0.084887112,-1.030736218,0.302664535,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000002937,6.995909024,0.814495365,0.790261492,1.030665638,0.302697644,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000001241,485.0022551,-0.119619032,0.116028853,-1.030942119,0.302567963,0.569541125,0.244474911,Insignficant/Low
ENSRNOG00000016795,2503.368966,-0.097084784,0.094233205,-1.030260876,0.30288756,0.569545627,0.244471478,Insignficant/Low
ENSRNOG00000031434,7.25358644,-0.644816036,0.62568647,-1.030573724,0.302740764,0.569545627,0.244471478,Insignficant/Low
ENSRNOG00000008757,168.2665907,0.14148785,0.137331349,1.03026622,0.302885052,0.569545627,0.244471478,Insignficant/Low
ENSRNOG00000052477,823.6852869,0.090567596,0.087905776,1.03028038,0.302878407,0.569545627,0.244471478,Insignficant/Low
ENSRNOG00000019921,81.76484321,0.2262863,0.219637967,1.03026951,0.302883508,0.569545627,0.244471478,Insignficant/Low
ENSRNOG00000016778,1122.121517,0.109306225,0.106128586,1.029941412,0.303037509,0.56959264,0.244435631,Insignficant/Low
ENSRNOG00000052886,27.70968318,-0.332304104,0.322660434,-1.029887982,0.303062593,0.56959264,0.244435631,Insignficant/Low
ENSRNOG00000057855,205.221043,0.17199648,0.166991892,1.029969046,0.303024536,0.56959264,0.244435631,Insignficant/Low
ENSRNOG00000009512,396.4601801,-0.108146964,0.105005936,-1.02991286,0.303050913,0.56959264,0.244435631,Insignficant/Low
ENSRNOG00000015268,1107.742104,-0.10087224,0.097958218,-1.029747593,0.303128508,0.569646024,0.24439493,Insignficant/Low
ENSRNOG00000059486,15.92266948,0.411534125,0.399725239,1.029542508,0.303224815,0.569686014,0.244364443,Insignficant/Low
ENSRNOG00000022922,407.202465,-0.117979763,0.114587728,-1.029602077,0.30319684,0.569686014,0.244364443,Insignficant/Low
ENSRNOG00000007023,7.409946693,0.6185303,0.600834028,1.029452846,0.303266927,0.56969465,0.244357859,Insignficant/Low
ENSRNOG00000021016,134.7542327,0.230679523,0.224113694,1.029296866,0.303340195,0.569745973,0.244318736,Insignficant/Low
ENSRNOG00000042758,263.9104182,-0.145597198,0.141478656,-1.029110696,0.30342766,0.569745973,0.244318736,Insignficant/Low
ENSRNOG00000002797,17.99591199,0.415788038,0.403999465,1.029179674,0.303395252,0.569745973,0.244318736,Insignficant/Low
ENSRNOG00000000412,26.90975675,-0.425610713,0.413585611,-1.029075242,0.303444319,0.569745973,0.244318736,Insignficant/Low
ENSRNOG00000055965,15.06147203,0.493761451,0.479952191,1.028772156,0.303586754,0.569848985,0.244240221,Insignficant/Low
ENSRNOG00000055925,3687.384851,0.093972055,0.091344715,1.028762917,0.303591097,0.569848985,0.244240221,Insignficant/Low
ENSRNOG00000005342,44.46318504,0.288738532,0.280677758,1.028718963,0.303611757,0.569848985,0.244240221,Insignficant/Low
ENSRNOG00000014443,22.3075515,-0.434496054,0.422604748,-1.028138127,0.303884858,0.570194567,0.243976925,Insignficant/Low
ENSRNOG00000007924,363.1405706,0.11273221,0.109660831,1.028007989,0.30394607,0.570194567,0.243976925,Insignficant/Low
ENSRNOG00000059558,16.97885634,-0.450974719,0.438672055,-1.028045243,0.303928546,0.570194567,0.243976925,Insignficant/Low
ENSRNOG00000048193,3563.153557,-0.091979918,0.089469278,-1.028061473,0.303920912,0.570194567,0.243976925,Insignficant/Low
ENSRNOG00000012184,625.1128848,-0.109164051,0.106216436,-1.027751023,0.30406696,0.570350896,0.243857872,Insignficant/Low
ENSRNOG00000005916,583.3315675,0.103443635,0.100720898,1.027032493,0.304405164,0.570914761,0.243428728,Insignficant/Low
ENSRNOG00000009552,2066.054645,0.097298443,0.094785695,1.026509778,0.304651357,0.571164878,0.243238506,Insignficant/Low
ENSRNOG00000024111,51.88679791,0.259588859,0.252856604,1.026624797,0.304597173,0.571164878,0.243238506,Insignficant/Low
ENSRNOG00000037478,355.4503334,-0.134030835,0.130563123,-1.026559664,0.304627856,0.571164878,0.243238506,Insignficant/Low
ENSRNOG00000042355,955.0662788,0.114002848,0.111069008,1.026414564,0.304696216,0.571178464,0.243228176,Insignficant/Low
ENSRNOG00000037673,298.2293121,0.12764222,0.124397077,1.026086969,0.304850592,0.571202199,0.243210129,Insignficant/Low
ENSRNOG00000008169,1384.53368,-0.390739523,0.380762385,-1.026203056,0.304795881,0.571202199,0.243210129,Insignficant/Low
ENSRNOG00000029466,22.08120212,0.368980589,0.359606222,1.026068424,0.304859333,0.571202199,0.243210129,Insignficant/Low
ENSRNOG00000015150,1728.671006,0.074757279,0.072845228,1.026248127,0.304774642,0.571202199,0.243210129,Insignficant/Low
ENSRNOG00000005375,48.40841342,0.272997706,0.266151481,1.02572304,0.305022151,0.571412413,0.243050329,Insignficant/Low
ENSRNOG00000014191,534.9694759,-0.123214593,0.12013074,-1.025670801,0.305046782,0.571412413,0.243050329,Insignficant/Low
ENSRNOG00000017277,34.79350107,-0.336752518,0.32846442,-1.025232862,0.305253326,0.571658282,0.2428635,Insignficant/Low
ENSRNOG00000059702,158.2463599,0.149577554,0.145888575,1.025286283,0.305228126,0.571658282,0.2428635,Insignficant/Low
ENSRNOG00000008292,1135.089105,-0.095110688,0.092784157,-1.025074653,0.305327964,0.571674658,0.242851059,Insignficant/Low
ENSRNOG00000002810,8.306200545,-0.617681564,0.602587846,-1.025048163,0.305340463,0.571674658,0.242851059,Insignficant/Low
ENSRNOG00000001616,910.2028566,-0.142128334,0.138665177,-1.024974955,0.305375005,0.571674658,0.242851059,Insignficant/Low
ENSRNOG00000050497,65.82749013,0.228631788,0.223185916,1.024400606,0.305646096,0.572111625,0.242519228,Insignficant/Low
ENSRNOG00000005639,79.30177243,-0.368062439,0.359329463,-1.024303535,0.305691929,0.572126896,0.242507636,Insignficant/Low
ENSRNOG00000021023,23.04513799,0.339180743,0.3313081,1.023762303,0.30594756,0.572263695,0.242403805,Insignficant/Low
ENSRNOG00000027908,8.825650024,-0.698783511,0.68254661,-1.023788707,0.305935086,0.572263695,0.242403805,Insignficant/Low
ENSRNOG00000024533,1356.78058,0.091859316,0.089702365,1.024045642,0.305813718,0.572263695,0.242403805,Insignficant/Low
ENSRNOG00000015184,26.59173954,0.336490775,0.328626694,1.023930136,0.305868275,0.572263695,0.242403805,Insignficant/Low
ENSRNOG00000001224,27.95859085,0.327151226,0.319561682,1.023749856,0.30595344,0.572263695,0.242403805,Insignficant/Low
ENSRNOG00000021403,839.4731351,-0.177081266,0.173014977,-1.023502523,0.306070308,0.572411785,0.242291434,Insignficant/Low
ENSRNOG00000062247,3621.59665,-0.095085814,0.092909895,-1.02341967,0.306109463,0.572414519,0.242289359,Insignficant/Low
ENSRNOG00000033123,34.53243425,0.309433651,0.302426181,1.023170844,0.306227076,0.572563947,0.242176002,Insignficant/Low
ENSRNOG00000004398,12.66837738,0.613800206,0.600089775,1.0228473,0.30638005,0.572779446,0.242012575,Insignficant/Low
ENSRNOG00000023107,1175.337475,0.092412757,0.09037621,1.022534105,0.306528179,0.572985836,0.241856113,Insignficant/Low
ENSRNOG00000037620,325.3912936,-0.187749945,0.183655112,-1.022296316,0.306640676,0.573125576,0.24175021,Insignficant/Low
ENSRNOG00000054339,110.1043362,-0.174928473,0.171171595,-1.021948023,0.306805502,0.573363075,0.241570279,Insignficant/Low
ENSRNOG00000011401,23.55392216,0.339014107,0.331887215,1.021473838,0.307029998,0.573712016,0.241306054,Insignficant/Low
ENSRNOG00000020778,386.3948928,-0.143681155,0.140706524,-1.021140678,0.307187793,0.573865645,0.241189774,Insignficant/Low
ENSRNOG00000001053,10017.68535,-0.090134966,0.088264364,-1.021193179,0.307162923,0.573865645,0.241189774,Insignficant/Low
ENSRNOG00000010601,1913.728144,-0.091502237,0.089660044,-1.020546423,0.307469384,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000011824,16.44666366,0.440365899,0.431552178,1.020423303,0.307527747,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000053363,9.397945872,-0.535022798,0.524174386,-1.020696189,0.307398401,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000010436,778.6907845,0.10241481,0.100367909,1.020393981,0.307541647,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000047491,945.4100861,-0.150764608,0.147721396,-1.020601026,0.307443503,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000020006,1213.262427,-0.108284587,0.10610771,-1.020515729,0.307483934,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000055010,141.7115795,0.186538023,0.182726331,1.020860113,0.307320719,0.574032381,0.241063608,Insignficant/Low
ENSRNOG00000051719,621.5886868,-0.212719509,0.208505777,-1.020209184,0.307629263,0.574112639,0.241002892,Insignficant/Low
ENSRNOG00000061247,6.46454907,-0.764883241,0.749779811,-1.020143821,0.307660257,0.574112639,0.241002892,Insignficant/Low
ENSRNOG00000020642,434.7787809,0.112670967,0.1105117,1.019538812,0.307947237,0.574577557,0.240651341,Insignficant/Low
ENSRNOG00000000127,1208.978132,-0.111735059,0.109611992,-1.019368934,0.308027849,0.574657361,0.240591026,Insignficant/Low
ENSRNOG00000001804,40.44101141,0.289832547,0.284361016,1.019241496,0.308088331,0.574699594,0.24055911,Insignficant/Low
ENSRNOG00000007370,88.22511053,-0.260544338,0.255684038,-1.019009009,0.30819869,0.574764252,0.240510251,Insignficant/Low
ENSRNOG00000020415,145.7938777,0.17968361,0.176325457,1.019045195,0.308181511,0.574764252,0.240510251,Insignficant/Low
ENSRNOG00000014616,1588.570736,0.114816485,0.112744968,1.018373483,0.308500499,0.575256456,0.240138498,Insignficant/Low
ENSRNOG00000019299,2681.973544,-0.124056003,0.121843479,-1.018158737,0.308602525,0.5753056,0.240101399,Insignficant/Low
ENSRNOG00000002506,398.1903812,-0.121469466,0.119303097,-1.018158534,0.308602622,0.5753056,0.240101399,Insignficant/Low
ENSRNOG00000036910,60.74285853,-0.254078453,0.249714552,-1.017475556,0.308927255,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000011595,91.89401442,0.201954509,0.198483803,1.017486094,0.308922244,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000002388,1141.207648,0.100795011,0.099042696,1.017692525,0.308824101,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000006000,1027.594386,-0.147265784,0.144691841,-1.017789142,0.308778173,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000027355,1214.848784,-0.097877217,0.096162099,-1.017835701,0.308756043,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000018082,210.6119275,-0.303321244,0.29806949,-1.017619227,0.308858946,0.57548691,0.23996455,Insignficant/Low
ENSRNOG00000051620,395.758959,-0.134217378,0.131925675,-1.017371166,0.308976893,0.575508782,0.239948045,Insignficant/Low
ENSRNOG00000052418,535.6927315,-0.095057665,0.093445657,-1.01725076,0.309034154,0.575544845,0.239920831,Insignficant/Low
ENSRNOG00000005996,17.19907655,0.398523112,0.391855725,1.017014903,0.30914634,0.575560615,0.239908932,Insignficant/Low
ENSRNOG00000031440,118.9624153,-0.1740383,0.171130129,-1.016993915,0.309156324,0.575560615,0.239908932,Insignficant/Low
ENSRNOG00000001681,801.224501,-0.117821849,0.115836756,-1.017136994,0.309088264,0.575560615,0.239908932,Insignficant/Low
ENSRNOG00000017512,23.51778179,0.486036342,0.478085045,1.016631555,0.309328737,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000050231,796.8747857,0.152983202,0.150509815,1.01643339,0.309423052,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000014525,4555.251292,-0.059553549,0.058594213,-1.016372543,0.309452015,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000054310,9.537196389,0.564448553,0.555373728,1.016340032,0.309467491,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000001182,2354.497493,0.098831222,0.097217166,1.016602578,0.309342527,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000001036,10.59186199,0.633252271,0.622944606,1.01654668,0.309369131,0.575716443,0.239791367,Insignficant/Low
ENSRNOG00000047507,115.3150093,-0.263783655,0.259662693,-1.015870444,0.309691085,0.575991282,0.23958409,Insignficant/Low
ENSRNOG00000037449,1056.495096,-0.120948597,0.119051753,-1.015932938,0.309661322,0.575991282,0.23958409,Insignficant/Low
ENSRNOG00000010428,1714.582143,-0.10984015,0.108147601,-1.015650355,0.309795917,0.576115698,0.239490291,Insignficant/Low
ENSRNOG00000000576,383.903713,-0.115406015,0.113670895,-1.015264423,0.309979798,0.576387072,0.239285768,Insignficant/Low
ENSRNOG00000010353,1482.359,-0.090290074,0.088954113,-1.015018536,0.310096992,0.576525966,0.239181128,Insignficant/Low
ENSRNOG00000052224,63.27498755,0.223483097,0.220208863,1.014868767,0.310168388,0.576525966,0.239181128,Insignficant/Low
ENSRNOG00000060045,2915.240183,0.10632213,0.104763188,1.014880626,0.310162735,0.576525966,0.239181128,Insignficant/Low
ENSRNOG00000016207,987.1213958,-0.107116764,0.105557814,-1.014768685,0.310216104,0.57654409,0.239167475,Insignficant/Low
ENSRNOG00000022934,479.211575,0.118944065,0.117248545,1.014460906,0.310362875,0.576702207,0.239048387,Insignficant/Low
ENSRNOG00000016716,15.66466582,-0.453868905,0.447412293,-1.014431012,0.310377133,0.576702207,0.239048387,Insignficant/Low
ENSRNOG00000024411,167.0757494,0.154173747,0.152027474,1.014117663,0.310526611,0.576846229,0.238939942,Insignficant/Low
ENSRNOG00000017181,322.3864756,0.12800272,0.126221823,1.01410927,0.310530615,0.576846229,0.238939942,Insignficant/Low
ENSRNOG00000056337,1216.490615,0.10021017,0.09884093,1.013852963,0.310652919,0.57690631,0.238894711,Insignficant/Low
ENSRNOG00000031135,4100.331476,0.081208723,0.080103087,1.013802659,0.310676926,0.57690631,0.238894711,Insignficant/Low
ENSRNOG00000061910,759.6265232,-0.105774809,0.104326302,-1.013884384,0.310637924,0.57690631,0.238894711,Insignficant/Low
ENSRNOG00000061641,40.77439384,-0.332201869,0.32782074,-1.013364404,0.310886135,0.577224214,0.238655459,Insignficant/Low
ENSRNOG00000012360,876.7671406,0.120875108,0.119331427,1.012936081,0.311090693,0.577462812,0.238475979,Insignficant/Low
ENSRNOG00000002878,310.5085302,0.247651054,0.244487656,1.012938889,0.311089352,0.577462812,0.238475979,Insignficant/Low
ENSRNOG00000012989,622.1703705,-0.088961225,0.087854941,-1.012592163,0.311255005,0.577697201,0.238299737,Insignficant/Low
ENSRNOG00000000418,295.2934735,-0.124621842,0.123083184,-1.012500964,0.311298586,0.577707482,0.238292008,Insignficant/Low
ENSRNOG00000003234,1801.276798,0.072582801,0.071738714,1.011766125,0.31164989,0.578288762,0.237855247,Insignficant/Low
ENSRNOG00000059013,393.5899442,0.244713633,0.241920081,1.011547417,0.311754499,0.578412195,0.237762559,Insignficant/Low
ENSRNOG00000018689,229.7169725,0.156681961,0.154940422,1.011240058,0.311901548,0.57858017,0.237636455,Insignficant/Low
ENSRNOG00000049410,216.3304067,-0.201352215,0.199122262,-1.011198918,0.311921234,0.57858017,0.237636455,Insignficant/Low
ENSRNOG00000054371,26.40124645,0.422905419,0.418412472,1.010738083,0.312141805,0.57873562,0.237519787,Insignficant/Low
ENSRNOG00000057706,1749.11414,-0.12781675,0.126472881,-1.010625747,0.312195588,0.57873562,0.237519787,Insignficant/Low
ENSRNOG00000006368,198.4089427,0.186662362,0.184699552,1.010627041,0.312194969,0.57873562,0.237519787,Insignficant/Low
ENSRNOG00000062177,13.10657414,0.490289271,0.485013292,1.010878009,0.312074821,0.57873562,0.237519787,Insignficant/Low
ENSRNOG00000042716,8.517614664,0.578791197,0.572690075,1.010653445,0.312182326,0.57873562,0.237519787,Insignficant/Low
ENSRNOG00000026775,1077.454408,0.069828085,0.069122129,1.010213173,0.312393169,0.578819262,0.237457025,Insignficant/Low
ENSRNOG00000057630,16.0698032,0.487950628,0.482916524,1.010424377,0.312292014,0.578819262,0.237457025,Insignficant/Low
ENSRNOG00000018425,851.2103909,-0.110234262,0.109119153,-1.010219188,0.312390288,0.578819262,0.237457025,Insignficant/Low
ENSRNOG00000042983,1020.976911,-0.106435466,0.105358123,-1.010225531,0.31238725,0.578819262,0.237457025,Insignficant/Low
ENSRNOG00000021182,1535.087682,0.084122187,0.083280768,1.0101034,0.312445753,0.578846067,0.237436913,Insignficant/Low
ENSRNOG00000021493,90.58034879,0.195449101,0.193547627,1.009824325,0.312579464,0.578952524,0.237357049,Insignficant/Low
ENSRNOG00000009570,397.1508148,-0.141958742,0.140571341,-1.009869732,0.312557706,0.578952524,0.237357049,Insignficant/Low
ENSRNOG00000016097,295.6265511,0.121811916,0.120656519,1.00957592,0.312698511,0.579031776,0.237297603,Insignficant/Low
ENSRNOG00000023746,301.4255866,0.130220402,0.128983579,1.009588997,0.312692243,0.579031776,0.237297603,Insignficant/Low
ENSRNOG00000004401,463.1221065,-0.140695526,0.139403708,-1.009266747,0.312846723,0.579235594,0.237144759,Insignficant/Low
ENSRNOG00000010594,184.0803976,0.156698001,0.155289557,1.009069796,0.312941162,0.579339814,0.237066625,Insignficant/Low
ENSRNOG00000061012,1292.642631,-0.093923853,0.093148516,-1.008323658,0.313299109,0.57966298,0.236824435,Insignficant/Low
ENSRNOG00000020076,1535.922253,0.088137405,0.087398832,1.008450603,0.31323819,0.57966298,0.236824435,Insignficant/Low
ENSRNOG00000059271,295.0075813,0.156194971,0.154864851,1.008588912,0.313171827,0.57966298,0.236824435,Insignficant/Low
ENSRNOG00000036964,563.9839628,-0.237430025,0.235472769,-1.008312028,0.313304691,0.57966298,0.236824435,Insignficant/Low
