,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,category
ENSRNOG00000024923,46049.87427,0.104538572,0.097424031,1.073026557,0.283259201,0.548950258,0.260467006,Insignficant/Low
ENSRNOG00000005630,8.06685977,0.60488398,0.563780987,1.072905958,0.283313313,0.548985067,0.260439469,Insignficant/Low
ENSRNOG00000062143,148.0668781,-0.247685437,0.230942887,-1.072496496,0.283497087,0.549271084,0.260213263,Insignficant/Low
ENSRNOG00000048049,298.3066617,0.147679416,0.137723169,1.072291736,0.283589017,0.549309033,0.26018326,Insignficant/Low
ENSRNOG00000054497,499.4842929,-0.118748833,0.110742483,-1.072297004,0.283586652,0.549309033,0.26018326,Insignficant/Low
ENSRNOG00000006995,460.3653979,0.157496748,0.146894083,1.072178976,0.283639651,0.549337042,0.260161115,Insignficant/Low
ENSRNOG00000039379,8.638391446,-0.672833849,0.627763361,-1.071795346,0.283811964,0.549600674,0.259952744,Insignficant/Low
ENSRNOG00000001225,530.626378,-0.116352619,0.108566827,-1.071714282,0.283848384,0.549601117,0.259952394,Insignficant/Low
ENSRNOG00000008672,2257.306972,-0.099311591,0.092727101,-1.071009339,0.284165231,0.549884153,0.259728796,Insignficant/Low
ENSRNOG00000008279,1209.424243,0.094806903,0.088522988,1.070986252,0.284175611,0.549884153,0.259728796,Insignficant/Low
ENSRNOG00000021892,16.50063716,-0.531531015,0.496280351,-1.07102974,0.284156057,0.549884153,0.259728796,Insignficant/Low
ENSRNOG00000041492,15.81117335,0.435795539,0.406848405,1.071149679,0.284102134,0.549884153,0.259728796,Insignficant/Low
ENSRNOG00000026324,95.61204736,-0.204543595,0.190981938,-1.071010158,0.284164862,0.549884153,0.259728796,Insignficant/Low
ENSRNOG00000004181,370.8861651,-0.122330212,0.114247887,-1.070743754,0.284284663,0.54988497,0.259728151,Insignficant/Low
ENSRNOG00000018095,423.9418996,-0.10797466,0.100830533,-1.070852819,0.284235613,0.54988497,0.259728151,Insignficant/Low
ENSRNOG00000030245,449.8904192,0.11700793,0.109275076,1.070765029,0.284275095,0.54988497,0.259728151,Insignficant/Low
ENSRNOG00000031222,32.0476973,-0.382118703,0.357110817,-1.070028363,0.284606542,0.550360956,0.259352384,Insignficant/Low
ENSRNOG00000015366,38.66760313,-0.363209829,0.339423971,-1.07007713,0.284584593,0.550360956,0.259352384,Insignficant/Low
ENSRNOG00000001886,1307.63178,-0.119027429,0.111245244,-1.069955217,0.284639467,0.550360956,0.259352384,Insignficant/Low
ENSRNOG00000015004,96.7955253,-0.24943879,0.233164607,-1.06979697,0.284710706,0.550397522,0.25932353,Insignficant/Low
ENSRNOG00000014844,3189.576536,0.102844448,0.096139529,1.069741537,0.284735664,0.550397522,0.25932353,Insignficant/Low
ENSRNOG00000057125,1859.659959,-0.080853305,0.075587028,-1.069671699,0.28476711,0.550397522,0.25932353,Insignficant/Low
ENSRNOG00000011476,148.2900573,-0.176136029,0.164725048,-1.069272899,0.284946719,0.550604513,0.259160233,Insignficant/Low
ENSRNOG00000031540,99.63933028,-0.217130825,0.203054139,-1.069324795,0.284923342,0.550604513,0.259160233,Insignficant/Low
ENSRNOG00000023086,309.3047002,-0.129012331,0.120700602,-1.068862358,0.285131696,0.550821769,0.258988904,Insignficant/Low
ENSRNOG00000003209,337.8169447,0.27900789,0.261029487,1.06887499,0.285126003,0.550821769,0.258988904,Insignficant/Low
ENSRNOG00000019276,578.9499289,-0.125550993,0.117471378,-1.068779431,0.28516907,0.550823899,0.258987225,Insignficant/Low
ENSRNOG00000000281,138.8336316,0.181372463,0.169747598,1.06848324,0.285302587,0.551011711,0.258839171,Insignficant/Low
ENSRNOG00000056747,12.37223922,0.689593603,0.6455081,1.068295817,0.285387095,0.551104835,0.258765779,Insignficant/Low
ENSRNOG00000022267,684.729469,0.162314892,0.151990105,1.06793065,0.285551795,0.55128268,0.258625651,Insignficant/Low
ENSRNOG00000000661,600.299844,0.127169065,0.11907345,1.06798841,0.28552574,0.55128268,0.258625651,Insignficant/Low
ENSRNOG00000009028,904.8244761,-0.105477817,0.098801968,-1.067567977,0.285715435,0.551528486,0.258432052,Insignficant/Low
ENSRNOG00000025497,740.138721,0.102979687,0.096495044,1.067201831,0.285880706,0.551777377,0.25823611,Insignficant/Low
ENSRNOG00000003346,194.9597793,-0.180171689,0.168859751,-1.066990137,0.28597629,0.551866527,0.258165947,Insignficant/Low
ENSRNOG00000019459,5916.009495,-0.075516437,0.070778618,-1.06693857,0.285999576,0.551866527,0.258165947,Insignficant/Low
ENSRNOG00000022766,8.321125288,0.590151656,0.553278168,1.066645478,0.286131956,0.552051821,0.258020153,Insignficant/Low
ENSRNOG00000015734,1778.585389,0.122505326,0.114883407,1.066344818,0.286267797,0.552227549,0.257881931,Insignficant/Low
ENSRNOG00000013993,10.37657842,0.514768146,0.482768816,1.066282926,0.286295765,0.552227549,0.257881931,Insignficant/Low
ENSRNOG00000058439,768.0975799,-0.124033142,0.116332783,-1.066192513,0.286336626,0.552232024,0.257878412,Insignficant/Low
ENSRNOG00000028430,188.6650231,0.176650522,0.16569527,1.06611687,0.286370815,0.552232024,0.257878412,Insignficant/Low
ENSRNOG00000008830,2331.221963,-0.090599418,0.084997435,-1.065907662,0.286465385,0.552293081,0.257830398,Insignficant/Low
ENSRNOG00000022691,6.226047343,0.900517002,0.844853078,1.065885922,0.286475214,0.552293081,0.257830398,Insignficant/Low
ENSRNOG00000009397,420.0890025,0.128475999,0.120562668,1.065636663,0.286587919,0.552440231,0.257714702,Insignficant/Low
ENSRNOG00000017883,1444.257167,0.084740932,0.079530116,1.065520033,0.286640665,0.552471778,0.257689902,Insignficant/Low
ENSRNOG00000045790,766.4786866,-0.122792945,0.115268778,-1.06527498,0.286751512,0.552564887,0.257616716,Insignficant/Low
ENSRNOG00000015974,469.3115218,-0.141952939,0.133257568,-1.065252358,0.286761746,0.552564887,0.257616716,Insignficant/Low
ENSRNOG00000006979,107.6928597,-0.643898689,0.604601637,-1.064996602,0.286877467,0.552717739,0.257496597,Insignficant/Low
ENSRNOG00000018320,6576.023631,0.105810747,0.099372345,1.064790682,0.286970663,0.552827158,0.25741063,Insignficant/Low
ENSRNOG00000045741,9.840147622,0.649159186,0.609780545,1.064578382,0.287066767,0.552942151,0.257320302,Insignficant/Low
ENSRNOG00000057072,11.04765207,0.598434055,0.562486348,1.063908585,0.287370113,0.553456252,0.256916703,Insignficant/Low
ENSRNOG00000010538,379.3104082,-0.109150209,0.102612539,-1.063712196,0.287459098,0.553530825,0.256858189,Insignficant/Low
ENSRNOG00000010037,798.7333213,0.138261203,0.130005662,1.063501392,0.287554634,0.553530825,0.256858189,Insignficant/Low
ENSRNOG00000049229,1815.967792,-0.115535586,0.108633507,-1.063535445,0.2875392,0.553530825,0.256858189,Insignficant/Low
ENSRNOG00000037483,2709.078063,0.066398791,0.062429731,1.063576448,0.287520616,0.553530825,0.256858189,Insignficant/Low
ENSRNOG00000008936,10.82743674,0.515597265,0.484889005,1.063330493,0.287632101,0.553539614,0.256851294,Insignficant/Low
ENSRNOG00000004091,391.2010133,-0.108243474,0.101796129,-1.063335854,0.287629671,0.553539614,0.256851294,Insignficant/Low
ENSRNOG00000019178,764.2836715,0.091111675,0.085714941,1.062961424,0.287799446,0.553730482,0.256701568,Insignficant/Low
ENSRNOG00000007092,74.11690481,-0.426351703,0.401101964,-1.062950924,0.287804208,0.553730482,0.256701568,Insignficant/Low
ENSRNOG00000049985,3056.977921,-0.125460542,0.118108344,-1.062249602,0.288122387,0.554252389,0.256292426,Insignficant/Low
ENSRNOG00000002285,104.9485016,-0.170073153,0.160115243,-1.062192142,0.288148466,0.554252389,0.256292426,Insignficant/Low
ENSRNOG00000011542,319.1481117,-0.152710708,0.143798664,-1.061975843,0.288246652,0.554319906,0.256239526,Insignficant/Low
ENSRNOG00000050071,445.2949729,-0.169699285,0.159799093,-1.061953994,0.288256571,0.554319906,0.256239526,Insignficant/Low
ENSRNOG00000014183,1497.307992,-0.166192021,0.156527565,-1.061742838,0.288352446,0.554322972,0.256237124,Insignficant/Low
ENSRNOG00000024595,52.87693593,0.245586885,0.231298602,1.061774186,0.288338211,0.554322972,0.256237124,Insignficant/Low
ENSRNOG00000009977,3715.59741,0.077070022,0.072591689,1.061692095,0.288375489,0.554322972,0.256237124,Insignficant/Low
ENSRNOG00000058245,31.10964314,0.419069649,0.394742115,1.06162893,0.288404175,0.554322972,0.256237124,Insignficant/Low
ENSRNOG00000057101,21.06385122,0.402259975,0.379189694,1.060841004,0.288762164,0.554940803,0.255753342,Insignficant/Low
ENSRNOG00000020929,203.2444808,-0.144382883,0.13614642,-1.060497094,0.288918511,0.555100773,0.255628168,Insignficant/Low
ENSRNOG00000004742,1923.183072,-0.119834856,0.112990896,-1.060570902,0.288884952,0.555100773,0.255628168,Insignficant/Low
ENSRNOG00000010303,294.6323783,-0.125144411,0.118079484,-1.059831952,0.289221058,0.555604045,0.255234601,Insignficant/Low
ENSRNOG00000049683,1174.476692,-0.081155949,0.076585337,-1.059679981,0.289290213,0.555604045,0.255234601,Insignficant/Low
ENSRNOG00000017496,577.9378317,-0.123992047,0.117004377,-1.059721443,0.289271344,0.555604045,0.255234601,Insignficant/Low
ENSRNOG00000037931,27.08981411,-0.349406804,0.329878614,-1.059198109,0.289509566,0.555955017,0.254960346,Insignficant/Low
ENSRNOG00000053979,51.20950529,0.288962441,0.272873131,1.058962604,0.289616811,0.556090643,0.254854413,Insignficant/Low
ENSRNOG00000061040,903.4958099,-0.107944267,0.101996192,-1.05831664,0.289911109,0.556585348,0.25446823,Insignficant/Low
ENSRNOG00000024964,857.1477638,0.241996726,0.228743596,1.0579388,0.290083344,0.556845616,0.254265195,Insignficant/Low
ENSRNOG00000007131,1330.715469,-0.070715985,0.066854608,-1.057757839,0.290165859,0.556933611,0.254196571,Insignficant/Low
ENSRNOG00000014901,9180.099039,0.097219703,0.091936617,1.057464436,0.290299677,0.557120043,0.254051217,Insignficant/Low
ENSRNOG00000016227,2130.834798,-0.079160609,0.074884102,-1.05710834,0.290462146,0.557290984,0.253917983,Insignficant/Low
ENSRNOG00000012828,641.373489,0.136728578,0.129332863,1.057183565,0.290427819,0.557290984,0.253917983,Insignficant/Low
ENSRNOG00000022368,558.4340237,-0.098541736,0.093229721,-1.0569777,0.290521765,0.557334957,0.253883716,Insignficant/Low
ENSRNOG00000009155,715.8181243,-0.107369136,0.101591837,-1.056867743,0.290571952,0.557360827,0.253863558,Insignficant/Low
ENSRNOG00000000096,308.2896053,-0.146772992,0.13891984,-1.056530099,0.290726097,0.557489296,0.253763467,Insignficant/Low
ENSRNOG00000009022,253.2463573,0.117681362,0.111398549,1.05639942,0.290785771,0.557489296,0.253763467,Insignficant/Low
ENSRNOG00000025704,139.8273203,0.248164936,0.234876226,1.056577501,0.290704453,0.557489296,0.253763467,Insignficant/Low
ENSRNOG00000001628,363.5227306,0.184159771,0.174315022,1.056476772,0.290750447,0.557489296,0.253763467,Insignficant/Low
ENSRNOG00000006557,2893.354362,-0.095273354,0.090201125,-1.056232442,0.290862032,0.557565113,0.253704408,Insignficant/Low
ENSRNOG00000007174,525.3240536,-0.113117871,0.107113859,-1.056052609,0.29094418,0.557644197,0.253642813,Insignficant/Low
ENSRNOG00000032395,594.1090881,0.124935389,0.118312115,1.055981363,0.29097673,0.557644197,0.253642813,Insignficant/Low
ENSRNOG00000057366,15.22854351,-0.603525294,0.571767749,-1.055542736,0.291177175,0.557957928,0.253398547,Insignficant/Low
ENSRNOG00000056493,41.65766255,0.311498113,0.295311232,1.054812952,0.29151088,0.558526902,0.252955904,Insignficant/Low
ENSRNOG00000056817,13.76897517,0.599032814,0.567995421,1.054643738,0.291588292,0.558559605,0.252930476,Insignficant/Low
ENSRNOG00000005195,1734.106087,0.102720358,0.097404513,1.054574932,0.291619774,0.558559605,0.252930476,Insignficant/Low
ENSRNOG00000053643,53.37804573,-0.246191152,0.233461198,-1.054527066,0.291641676,0.558559605,0.252930476,Insignficant/Low
ENSRNOG00000036745,1158.817311,-0.119967844,0.113781141,-1.054373708,0.291711855,0.558559605,0.252930476,Insignficant/Low
ENSRNOG00000033133,546.9615705,-0.119250154,0.113092191,-1.05445082,0.291676566,0.558559605,0.252930476,Insignficant/Low
ENSRNOG00000033883,39.23952512,-0.316302446,0.300088828,-1.054029394,0.29186946,0.558790925,0.252750655,Insignficant/Low
ENSRNOG00000010589,1857.298195,0.100770908,0.095625609,1.053806708,0.291971422,0.558845225,0.252708456,Insignficant/Low
ENSRNOG00000033776,93.86795611,-0.313717418,0.297698615,-1.053808794,0.291970467,0.558845225,0.252708456,Insignficant/Low
ENSRNOG00000008428,202.078045,0.479412033,0.455002884,1.053646141,0.292044956,0.558915526,0.252653826,Insignficant/Low
ENSRNOG00000025899,407.6036267,0.14549857,0.138131306,1.053335222,0.292187382,0.559117638,0.252496807,Insignficant/Low
ENSRNOG00000017468,206.2584317,0.172243448,0.163593997,1.052871443,0.292399916,0.559389884,0.252285392,Insignficant/Low
ENSRNOG00000012690,1690.998524,-0.1032421,0.098058343,-1.052864005,0.292403325,0.559389884,0.252285392,Insignficant/Low
ENSRNOG00000019873,948.5016215,0.122515003,0.116401089,1.052524538,0.292558958,0.559405734,0.252273086,Insignficant/Low
ENSRNOG00000050695,77.34311813,0.228415909,0.216999543,1.052610094,0.292519729,0.559405734,0.252273086,Insignficant/Low
ENSRNOG00000016093,37.05720846,-0.280304427,0.266266619,-1.05272087,0.292468941,0.559405734,0.252273086,Insignficant/Low
ENSRNOG00000005904,948.6678905,-0.155472458,0.147705466,-1.052584319,0.292531547,0.559405734,0.252273086,Insignficant/Low
ENSRNOG00000038361,109.4379735,-0.236354067,0.22458361,-1.052410132,0.292611422,0.55943561,0.252249892,Insignficant/Low
ENSRNOG00000005743,252.0092203,-0.276229062,0.262596936,-1.051912737,0.292839588,0.559617287,0.252108878,Insignficant/Low
ENSRNOG00000005386,144.1025325,-0.182525609,0.173484438,-1.05211517,0.292746713,0.559617287,0.252108878,Insignficant/Low
ENSRNOG00000008697,8.641202371,-0.77962463,0.741171432,-1.051881652,0.292853851,0.559617287,0.252108878,Insignficant/Low
ENSRNOG00000018568,2095.295958,-0.069360876,0.065936809,-1.05192952,0.292831887,0.559617287,0.252108878,Insignficant/Low
ENSRNOG00000056265,1124.505001,0.114630514,0.109015008,1.051511305,0.29302382,0.559871632,0.251911537,Insignficant/Low
ENSRNOG00000060349,4711.194305,-0.10434148,0.099268114,-1.051107707,0.293209125,0.560155211,0.25169162,Insignficant/Low
ENSRNOG00000032414,467.0836013,0.123981325,0.117966698,1.050985808,0.293265108,0.56019169,0.251663338,Insignficant/Low
ENSRNOG00000052681,10.52668606,0.640430148,0.609483532,1.050775146,0.293361873,0.56030605,0.251574688,Insignficant/Low
ENSRNOG00000007917,11.43325147,0.53000859,0.504454968,1.050655903,0.293416656,0.560340208,0.251548213,Insignficant/Low
ENSRNOG00000022937,7.329651411,0.683342991,0.650466288,1.050543285,0.293468401,0.560368557,0.251526241,Insignficant/Low
ENSRNOG00000058785,214.3201961,-0.17919508,0.170619067,-1.050264098,0.293596707,0.560472607,0.251445609,Insignficant/Low
ENSRNOG00000003148,193.0904659,0.167804025,0.15976489,1.050318536,0.293571686,0.560472607,0.251445609,Insignficant/Low
ENSRNOG00000004099,2119.691966,-0.108238481,0.103066555,-1.050180446,0.293635158,0.560475554,0.251443325,Insignficant/Low
ENSRNOG00000059186,8.143420894,0.577344243,0.549907223,1.049893909,0.293766892,0.560656533,0.251303113,Insignficant/Low
ENSRNOG00000046629,24.43566705,-0.382861259,0.364729716,-1.049712273,0.293850419,0.560675018,0.251288795,Insignficant/Low
ENSRNOG00000051344,622.1631191,-0.103851497,0.098930281,-1.049744285,0.293835697,0.560675018,0.251288795,Insignficant/Low
ENSRNOG00000059112,36.36728248,-0.295467429,0.281539602,-1.049470222,0.293961753,0.560816983,0.251178843,Insignficant/Low
ENSRNOG00000059679,124.253533,0.181761848,0.173228664,1.049259659,0.294058628,0.560878537,0.251131179,Insignficant/Low
ENSRNOG00000054344,65.38155722,-0.272471155,0.259684414,-1.049239538,0.294067885,0.560878537,0.251131179,Insignficant/Low
ENSRNOG00000020705,269.7844217,0.123295611,0.117537599,1.048988682,0.294183327,0.561028257,0.251015264,Insignficant/Low
ENSRNOG00000059969,20.48692051,0.487464445,0.464906847,1.048520684,0.294398778,0.561300775,0.250804358,Insignficant/Low
ENSRNOG00000053720,55.98536295,-0.289417736,0.276025607,-1.048517704,0.29440015,0.561300775,0.250804358,Insignficant/Low
ENSRNOG00000005345,110.5558139,-0.322083363,0.307295187,-1.048123682,0.294581626,0.561576271,0.250591251,Insignficant/Low
ENSRNOG00000013663,447.5093753,0.176245821,0.168199195,1.047839861,0.294712394,0.561755041,0.250453022,Insignficant/Low
ENSRNOG00000046746,14.33703315,-0.568054215,0.542181509,-1.047719639,0.294767796,0.561779885,0.250433815,Insignficant/Low
ENSRNOG00000016645,1512.775748,0.090077897,0.085980822,1.047651037,0.294799414,0.561779885,0.250433815,Insignficant/Low
ENSRNOG00000026163,660.2258612,0.172350309,0.16462715,1.046913031,0.295139691,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000021230,366.3980751,0.134847351,0.128787324,1.047054531,0.295074428,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000009580,24.44555515,0.385157871,0.367941741,1.046790369,0.295196273,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000052298,11.03476532,0.622457579,0.594651827,1.046759718,0.295210413,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000019504,12.19140068,0.615840713,0.58838881,1.046656059,0.295258237,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000022572,264.0537636,0.129713747,0.123926282,1.046700871,0.295237562,0.56223092,0.250085274,Insignficant/Low
ENSRNOG00000051152,52.00186615,0.245195709,0.234325597,1.046388922,0.295381505,0.562395128,0.249958451,Insignficant/Low
ENSRNOG00000009371,969.3156343,-0.123783248,0.118321133,-1.046163478,0.295485562,0.562395334,0.249958291,Insignficant/Low
ENSRNOG00000057626,4673.674632,0.091453783,0.087419547,1.046147982,0.295492715,0.562395334,0.249958291,Insignficant/Low
ENSRNOG00000004566,13.64522269,0.540332092,0.516427812,1.046287747,0.295428201,0.562395334,0.249958291,Insignficant/Low
ENSRNOG00000051792,132.7726812,-0.157401386,0.150489301,-1.045930742,0.295593009,0.56251572,0.249865337,Insignficant/Low
ENSRNOG00000026435,492.5431626,-0.120817767,0.115528456,-1.045783617,0.295660947,0.562574507,0.249819952,Insignficant/Low
ENSRNOG00000020354,655.1002856,0.10891113,0.104154852,1.045665454,0.295715518,0.56257872,0.249816699,Insignficant/Low
ENSRNOG00000008049,487.6609913,-0.124880912,0.119450913,-1.045457995,0.295811345,0.56257872,0.249816699,Insignficant/Low
ENSRNOG00000056778,25.30553692,0.34369849,0.328744089,1.045489488,0.295796797,0.56257872,0.249816699,Insignficant/Low
ENSRNOG00000053005,19.1898344,0.417699756,0.399496082,1.04556659,0.295761181,0.56257872,0.249816699,Insignficant/Low
ENSRNOG00000051051,659.5786518,0.122600001,0.117316215,1.045038835,0.296005021,0.562697077,0.249725341,Insignficant/Low
ENSRNOG00000023579,342.7579015,0.157490683,0.150709767,1.044993207,0.296026109,0.562697077,0.249725341,Insignficant/Low
ENSRNOG00000018666,998.8692316,-0.119603722,0.114450793,-1.045023093,0.296012297,0.562697077,0.249725341,Insignficant/Low
ENSRNOG00000012927,203.4308045,0.634125271,0.606844608,1.04495494,0.296043796,0.562697077,0.249725341,Insignficant/Low
ENSRNOG00000000987,565.8874605,0.099910716,0.095615443,1.044922377,0.296058847,0.562697077,0.249725341,Insignficant/Low
ENSRNOG00000026907,19.37433804,0.408602987,0.391269811,1.044299803,0.296346704,0.563173701,0.249357634,Insignficant/Low
ENSRNOG00000051570,111.3617086,0.174717674,0.167367546,1.043916087,0.296524215,0.563326507,0.249239813,Insignficant/Low
ENSRNOG00000000219,233.7258297,-0.147329383,0.141135586,-1.043885436,0.296538397,0.563326507,0.249239813,Insignficant/Low
ENSRNOG00000011544,427.2657949,-0.149287179,0.143002515,-1.043947928,0.296509482,0.563326507,0.249239813,Insignficant/Low
ENSRNOG00000021986,167.0686848,-0.185578854,0.177839904,-1.043516386,0.296709196,0.563536657,0.249077829,Insignficant/Low
ENSRNOG00000002915,548.0253167,0.11979125,0.114812633,1.043362974,0.296780215,0.563536657,0.249077829,Insignficant/Low
ENSRNOG00000004288,565.751091,-0.120861104,0.1158278,-1.04345506,0.296737584,0.563536657,0.249077829,Insignficant/Low
ENSRNOG00000010780,717.3215363,0.204024668,0.195552225,1.043325733,0.296797457,0.563536657,0.249077829,Insignficant/Low
ENSRNOG00000002895,144.0551998,0.221114979,0.211982706,1.043080272,0.296911117,0.563681988,0.248965842,Insignficant/Low
ENSRNOG00000056243,183.5598603,0.162257726,0.155613747,1.04269532,0.297089426,0.563844314,0.248840795,Insignficant/Low
ENSRNOG00000007681,1350.670608,-0.082262879,0.078885984,-1.042807289,0.297037555,0.563844314,0.248840795,Insignficant/Low
ENSRNOG00000029194,975.7437439,0.080441472,0.077150597,1.042655214,0.297108007,0.563844314,0.248840795,Insignficant/Low
ENSRNOG00000052149,6.579618793,0.778949848,0.747251619,1.042419752,0.297217113,0.563980891,0.248735611,Insignficant/Low
ENSRNOG00000061270,3134.113575,0.107954503,0.103595997,1.042072148,0.29737823,0.564216117,0.248554512,Insignficant/Low
ENSRNOG00000019560,1105.666124,-0.173261868,0.166285126,-1.041956505,0.297431845,0.564247345,0.248530476,Insignficant/Low
ENSRNOG00000019168,776.8786925,0.134991854,0.12958293,1.041741028,0.297531762,0.564353632,0.248448676,Insignficant/Low
ENSRNOG00000042729,701.4102642,0.093986107,0.090225906,1.041675401,0.297562197,0.564353632,0.248448676,Insignficant/Low
ENSRNOG00000054552,24.84568779,0.385943268,0.370855428,1.040683885,0.298022285,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000037380,16.40870672,0.42935302,0.412585355,1.040640478,0.298042438,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000050846,173.9158391,0.138201433,0.1328212,1.04050734,0.298104256,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000024602,255.8924329,-0.131668517,0.126451288,-1.041258804,0.297755451,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000016912,3521.972634,0.063401391,0.06095055,1.040210313,0.298242201,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000005468,694.4298662,0.087789319,0.084321766,1.041122868,0.297818528,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000007124,1608.795321,-0.095006675,0.091227688,-1.041423689,0.297678953,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000006539,284.2083725,0.123204579,0.118314621,1.041330121,0.297722362,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000005331,1421.827854,-0.099912239,0.096046567,-1.040247897,0.298224744,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000024757,226.7100443,-0.171667259,0.16503306,-1.040199216,0.298247356,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000031032,1867.46021,0.125620173,0.120681748,1.04092106,0.297912187,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000015249,645.5291084,0.091314221,0.087752603,1.040587029,0.298067254,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000047761,540.6137922,0.128069931,0.123095399,1.040412004,0.298148527,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000029235,68.87343137,0.304211724,0.292357296,1.040547741,0.298085496,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000029529,36.28145325,0.308937426,0.296808691,1.040863815,0.297938758,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000000471,126.1800157,0.158618495,0.152364681,1.041045035,0.297854648,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000053658,16.41091752,0.582639922,0.559927879,1.040562443,0.298078669,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000000918,1466.884436,0.095933675,0.092216245,1.040312098,0.298194925,0.564384342,0.248425044,Insignficant/Low
ENSRNOG00000010673,485.2300739,0.099368631,0.095585975,1.039573338,0.298538169,0.564864271,0.248055895,Insignficant/Low
ENSRNOG00000061450,102.4214983,-0.241218994,0.232087557,-1.03934479,0.298644411,0.564994896,0.247955476,Insignficant/Low
ENSRNOG00000025324,1198.525625,0.074319415,0.071517999,1.039170787,0.298725314,0.565077556,0.247891942,Insignficant/Low
ENSRNOG00000019804,931.6488845,0.081030138,0.077987302,1.039017069,0.298796798,0.56514238,0.247842124,Insignficant/Low
ENSRNOG00000004608,232.6776059,0.14569586,0.140266925,1.03870432,0.298942272,0.565315063,0.247709443,Insignficant/Low
ENSRNOG00000011180,24.9266131,-0.401175741,0.386243292,-1.038660734,0.298962549,0.565315063,0.247709443,Insignficant/Low
ENSRNOG00000059401,54.60162479,0.231839907,0.223289981,1.038290685,0.299134744,0.565570247,0.247513446,Insignficant/Low
ENSRNOG00000009332,14.13747269,-0.585418647,0.56389635,-1.038167114,0.29919226,0.565608572,0.247484017,Insignficant/Low
ENSRNOG00000048718,166.1936244,0.153552761,0.147974339,1.037698575,0.299410409,0.565950518,0.247221538,Insignficant/Low
ENSRNOG00000010474,6137.534121,-0.08564651,0.08255516,-1.03744588,0.299528106,0.566102528,0.247104906,Insignficant/Low
ENSRNOG00000025261,133.313473,0.207515289,0.200103543,1.037039553,0.299717424,0.566389846,0.246884541,Insignficant/Low
ENSRNOG00000003803,772.9075954,0.15337099,0.147933194,1.036758462,0.299848439,0.566566927,0.246748781,Insignficant/Low
ENSRNOG00000058681,40.21612455,0.270811608,0.261295876,1.03641746,0.300007428,0.566796816,0.246572598,Insignficant/Low
ENSRNOG00000003822,1379.768653,0.077111797,0.074412754,1.036271239,0.30007562,0.566855126,0.246527921,Insignficant/Low
ENSRNOG00000005769,303.1156227,-0.120232689,0.116034082,-1.036184254,0.300116191,0.566861254,0.246523227,Insignficant/Low
ENSRNOG00000013794,1765.865613,0.091927322,0.088733745,1.03599056,0.300206547,0.5669614,0.246446508,Insignficant/Low
ENSRNOG00000031448,7.126036613,0.679929814,0.656427109,1.035803984,0.300293599,0.567055283,0.246374599,Insignficant/Low
ENSRNOG00000014044,784.9281139,0.082779767,0.079945098,1.035457697,0.300455212,0.567289924,0.24619493,Insignficant/Low
ENSRNOG00000030124,2723.948612,-0.070498011,0.068095095,-1.035287651,0.300534595,0.567369264,0.246134194,Insignficant/Low
ENSRNOG00000016516,1011.732324,-0.173225041,0.16735919,-1.03504947,0.300645809,0.56750867,0.246027499,Insignficant/Low
ENSRNOG00000027191,1636.098283,0.190126111,0.183703627,1.034961116,0.300687071,0.567516015,0.246021878,Insignficant/Low
ENSRNOG00000001099,349.0784639,0.127750326,0.123445104,1.0348756,0.300727011,0.567520864,0.246018168,Insignficant/Low
ENSRNOG00000042308,74.38311151,0.261888632,0.253226498,1.034207062,0.301039374,0.567741965,0.245849004,Insignficant/Low
ENSRNOG00000013194,828.5864816,0.108081313,0.104483364,1.034435615,0.300932562,0.567741965,0.245849004,Insignficant/Low
ENSRNOG00000018205,438.0538987,-0.127479748,0.123264413,-1.034197503,0.301043841,0.567741965,0.245849004,Insignficant/Low
ENSRNOG00000021638,1596.422164,-0.074031347,0.071586072,-1.034158531,0.301062057,0.567741965,0.245849004,Insignficant/Low
ENSRNOG00000007133,10980.03002,0.078332321,0.075744642,1.034163201,0.301059874,0.567741965,0.245849004,Insignficant/Low
ENSRNOG00000059485,127.1820654,0.184058849,0.177981704,1.034144775,0.301068487,0.567741965,0.245849004,Insignficant/Low
