"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000051831",40.1172682611955,-0.138569650989663,0.572038601381652,-0.242238287162744,0.808595529445499,0.920075806246017
"ENSRNOG00000047746",9165.11619673895,0.0744048255969221,0.571035375755184,0.130298101931992,0.896330581707841,0.95628434079078
"ENSRNOG00000053888",58.357334254327,-0.165197097762264,0.695607124765003,-0.237486207200757,0.812279618239423,0.921806085252075
"ENSRNOG00000055836",658.949894393112,0.17227786503818,1.04035511896794,0.165595249061766,0.868475486371864,0.944408788832305
"ENSRNOG00000060657",657.103203396322,0.166425249228646,1.0417782927378,0.159751120165194,0.873077129904154,0.945879283266318
"ENSRNOG00000059898",180.727517212445,-0.120370577123478,0.145144684673768,-0.829314400276019,0.406926524454556,0.665287462430141
"ENSRNOG00000055789",3.20233432191721,-0.0421802252341852,1.09133443231426,-0.0386501369197513,0.969169328649327,NA
"ENSRNOG00000056940",1018.62213304654,-0.135857167062901,0.1156525767443,-1.17470073635516,0.240114464679431,0.502048500705197
"ENSRNOG00000055972",182.594400660517,0.568851088038458,0.18524675486106,3.07077491567996,0.00213504034174662,0.0218776805868854
"ENSRNOG00000060021",2.48394153726455,0.286291489043102,1.15687098155145,0.247470542185408,0.804544086547842,NA
"ENSRNOG00000060972",1261.80294166092,0.205268191688452,0.0963843551805523,2.12968371582642,0.0331977342887603,0.148845820168029
"ENSRNOG00000051450",733.239957049421,-0.158747083324434,0.0980696287897614,-1.61871810144964,0.105507930339343,0.310151651206594
"ENSRNOG00000059224",785.611387577481,0.0323819229686211,0.089542659603897,0.361636823295919,0.717623443500583,0.87096488895893
"ENSRNOG00000055142",128.773524082442,0.31710511321136,0.17209836275457,1.84258065059913,0.0653902611692454,0.229122312830398
"ENSRNOG00000052189",2.42291430240709,-1.22481175368998,1.07740140520924,-1.13682026751405,0.255613428881653,NA
"ENSRNOG00000053347",115.060717375552,0.670171939402566,0.18494913579303,3.62354728790153,0.00029059004645713,0.00482476615283036
"ENSRNOG00000060603",82.9000380426606,-0.554237048510136,0.185543717356192,-2.98709682228774,0.00281640509437241,0.0268335100959862
"ENSRNOG00000053735",85.4516288080781,-0.308364363155916,0.195022641433483,-1.5811721187311,0.113838688497003,0.32505269589241
"ENSRNOG00000011460",1407.22903166596,0.639160485882092,0.212937702657302,3.00163135934055,0.002685371521269,0.0259745553643255
"ENSRNOG00000011994",3327.58305771283,-0.0393677487813812,0.0835616259464972,-0.471122340374128,0.637553372375606,0.82495628461321
"ENSRNOG00000049517",79.0619494662561,-0.653033389082256,0.251343525571749,-2.59817072111468,0.00937218846046259,0.0630040079506795
"ENSRNOG00000012074",565.234250701334,-0.144756406242869,0.129363936256579,-1.11898578871132,0.263146201840464,0.527961186570126
"ENSRNOG00000012286",1009.31483579755,1.33848701009904,0.236548629714126,5.65840103033626,1.52789782320367e-08,1.7404176719407e-06
"ENSRNOG00000012311",1204.83436785499,0.352538634738048,0.197081787704774,1.78879357064766,0.0736480667608286,0.246347916702631
"ENSRNOG00000012322",263.156132287615,0.128800980786395,0.119902270366142,1.07421636298528,0.282725720249522,0.548743448729431
